Profile;Region;InstanceId;InstanceName;AMI;State;LaunchTime
193549639160_op_LMS;eu-central-1;i-05ee096e7c5bdaa22;Dalet LMS;ami-0a1e710c9e0edf242;running;2019-06-26 07:13:32
