Profile;Region;InstanceId;InstanceName;AMI;State;LaunchTime
193549639160_op_LMS;eu-central-1;i-0bc50446ac71b0c6b;edx-1;ami-0bb3da893b09eed0f;stopped;2019-07-07 09:51:12
